name,address,postcode,state,city,phone,email,principal_name,latitude,longitude
Brainy Bunch Montessori Playschool Bandar Baru Bangi Seksyen 4,"1, Jalan 4/3h, Seksyen 4 Tambahan Bandar Baru Bangi, 43650 Bandar Baru Bangi, Selangor",43650,Selangor,Bandar Baru Bangi,+60 14-332 1265,tebet@brainybunch.com,,2.9613279,101.7773432
Q-Dees Holdings Sdn Bhd,"2, Jalan USJ 18/1c, Usj 18, 47630 Subang Jaya, Selangor",47630,Selangor,Subang Jaya,+60 3-8024 2337,,,3.0324673,101.587421
TASKA Qaseh Ummi & Mami ( CITRA RESIDENSI),"Citra Residensi, Jln Bukit Citra 10/1, Pajam, 71700 Mantin, Negeri Sembilan",71700,Negeri Sembilan,Mantin,+60 17-654 1256,,,2.8596819,101.8323901
Pasti Al-Falah Kebun Baru,"Jalan Cempaka, Kampung Batu 10, Kampung Kebun Baru, 42500 Telok Panglima Garang, Selangor",42500,Selangor,Telok Panglima Garang,+60 17-393 5347,,,2.9113712,101.491915
Ana Muslim Preschool Putrajaya,"18A, Jalan Perak P15, Presint Diplomatik, 62050 Putrajaya, Wilayah Persekutuan Putrajaya",62050,Putrajaya,Putrajaya,+60 19-335 2500,salam@anamuslimpreschool.com,,2.9468398,101.7236222
Ana Montessori Centre,"3, Jalan 2/1a, Seksyen 2, 43650 Bandar Baru Bangi, Selangor",43650,Selangor,Bandar Baru Bangi,+60 17-688 9338,,,2.9435374,101.7752347
EWC Preschool USJ1,"2-1, Regalia Business Center, Jalan USJ 1/1c, Taman Subang Mewah, 47600 Subang Jaya, Selangor",47600,Selangor,Subang Jaya,+60 12-315 5887,,,3.0561074,101.6055379
Tadika Nimblebee Bangsar,"1, Jalan Telawi 7, Bangsar, 59100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",59100,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 17-755 7252,shahdanial.work@gmail.com,,3.133944,101.670708
世代安亲班补习中心 Pusat Jagaan Gen Z & Pusat Tuisyen Generasi Cemerlang,"5, Jalan Batai Laut 4, Taman Intan, 41300 Klang, Selangor",41300,Selangor,Klang,+60 16-694 0407,,,3.0563927,101.470927
Kids Castle - Taska Tadika PPAM Larai Presint 6 Putrajaya,"Jalan Kajangan P6, Presint 6, 62200 Putrajaya, Wilayah Persekutuan Putrajaya",62200,Putrajaya,Putrajaya,+60 19-262 8543,kidscastle19@gmail.com,,2.8995853,101.6625293
Tadika Jambatan Ilmu,"No. 2, Jalan 6b/9, Seksyen 16, 43650 Bandar Baru Bangi, Selangor",43650,Selangor,Bandar Baru Bangi,+60 19-309 6966,,,2.9401832,101.7661548
Pasti Hidayah 1,"Sijangkang, Selangor, Teluk Panglima Garang Klang",,Selangor,Teluk Panglima Garang Klang,+60 17-385 8039,,,2.931686,101.4764212
Pasti Saidatina Aisyah Bukit Naga,"2020, Jalan Rezab Buang, Seksyen 32, 40460 Shah Alam, Selangor",40460,Selangor,Shah Alam,+60 18-394 4587,,,2.9951627,101.4998582
TASKA ANNUR AIN,"1, Jalan USJ 9/2, Usj 2, 47620 Subang Jaya, Selangor",47620,Selangor,Subang Jaya,+60 10-401 0535,,,3.0466322,101.5853627
Tadika Islam MAIWP Taman Intan Baiduri,"Taman Intan Baiduri, 52100 Kuala Lumpur, Federal Territory of Kuala Lumpur",52100,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 3-6128 2203,maiwplabuan@gmail.com,,3.2330477,101.6489356
"Happy Reader Vista Care Centre - Preschool, Child Care, Tadika","Bukit Jalil, 57000 Kuala Lumpur, Federal Territory of Kuala Lumpur",57000,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 3-8656 3206,,,3.0604485,101.6849789
Tadika Odidi Kids Bandar Putera 2 Klang - Jalan Kebun (Tadika Didik Khalifah Bestari),"43-1, Jln Kebun Nenas 7A/KS8/, Bandar Putera 2, 41200 Klang, Selangor",41200,Selangor,Klang,+60 17-208 7092,,,2.9604714,101.5175355
Tadika Juara Riang Cerdik,"79, Jalan BRP 7/3a, Bukit Rahman Putra, 47000 Sungai Buloh, Selangor",47000,Selangor,Sungai Buloh,+60 12-708 8341,harmonie@q-dees.com,Harmonie Ngooi,3.2290274,101.5572784
Tots 'N' Baby Care Centre,"1-2, Prima BizWalk Business Park, Jalan Tasik Prima 6/2, Taman Tasik Prima, 47150 Puchong, Selangor",47150,Selangor,Puchong,+60 18-967 6686,,,2.9818265,101.6034774
Tadika Twinkle Star (TS-08),"44, Jalan Wawasan 3/4, Bandar Baru Ampang, 68000 Ampang, Selangor",68000,Selangor,Ampang Jaya,+60 3-4280 3006,twinklestarhq@gmail.com,,3.1428683,101.7690764
7Seedz Preschool (Bandar Sg Long),"No19-G ,21-G ,19-1 ,21-1, Chundi Business Point, Seri Sungai Long, 43000 Kajang, Selangor",43000,Selangor,Kajang,+60 11-2807 0881,,,3.0373447,101.784183
Restu Kids Integrated Islamic Preschool,"2A, Persiaran Damai, Seksyen 10, 40100 Shah Alam, Selangor",40100,Selangor,Shah Alam,+60 3-5511 9001,restukids@gmail.com,,3.0812326,101.5229024
Pusat Asuhan Tunas Islam Istiqamah,"29, 2, Jln Wangsa Delima 2A, Seksyen 5 Wangsa Maju, 53300 Kuala Lumpur, Wilayah Persekutuan",53300,Wilayah Persekutuan,Kuala Lumpur,+60 13-357 5978,,,3.1993718,101.7450035
Pusat Perkembangan Minda Visual Bestari,"No. 19-1, Jalan SS19/6, 47500, Subang Jaya, Selangor, 47500",47500,Selangor,Subang Jaya,+60 19-389 8726,,,3.0655295,101.5793901
Choo Choo Train Baby & Child Care Centre,"Unit LG-18, Jalan Kemajuan, Seksyen 13 PJ Midtown, 46200, Selangor",46200,Selangor,Petaling Jaya,+60 12-233 6647,choochoocare@gmail.com,,3.1134771,101.6407383
The Junior Academy - A living montessori,"L-01-07, 2, Jalan Solaris 5, Solaris Mont Kiara, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",50480,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 3-6413 6862,info@thejunioracademy.com.my,,3.1763156,101.6594065
Taska Nakorn Sari(Swasta),"No. 396, Jalan 17/19, Seksyen 17, 46400 Petaling Jaya, Selangor",46400,Selangor,Petaling Jaya,+60 3-7958 2317,,,3.1219162,101.6319291
Tadika Fathonah Bestari Taman Bukit Bujang,"5, Jalan Songket 1g, Taman Bukit Bujang, 44000 Kuala Kubu Baru, Selangor",44000,Selangor,Kuala Kubu Bharu,+60 19-371 9484,,,3.5344112,101.6578419
Kiwanis Down Syndrome Foundation - Klang Centre,"28, Jalan Kampar, Kawasan 15, 41300 Klang, Selangor",41300,Selangor,Klang,+60 3-3358 3900,kiwanisklang@gmail.com,,3.0483333,101.4554656
Tadika Bir Ali Banting,"No 64, First Floor, Jalan Sultan Abdul Samad, Bandar Banting, 42700 Banting, Selangor",42700,Selangor,Banting,+60 19-990 1337,,,2.8149559,101.5073807
Brainy Bunch International Montessori,"39-1, Jalan Dwitasik 1, Dataran Dwitasik, 56000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",56000,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 16-282 7916,tamannongchik@brainybunch.com,,3.1000229,101.7123927
WYNKIDS Preschool Eco Ardence,"C-01, Block C, Eco Ardence Huni Square, 8, Persiaran Setia Damai, 40170 Shah Alam, Selangor",40170,Selangor,Shah Alam,+60 10-275 8433,,,3.095047,101.4763621
"Love & Laugh Infant Care and Preschool (Bandar Sri Permaisuri, BSP, Cheras)","R-UG-12 & R-UG-13 Upper Ground Floor, Q-Avenue Kompleks Permaisuri Q, Jalan Sri Permaisuri, Bandar Sri Permaisuri, 56000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",56000,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 17-279 7061,ecomajestic.loveandlaugh@gmail.com,,3.1008776,101.7117739
Genius Aulad The Prime Puchong Utama,"B-1-2 & B-2-1, Block B, The Prime, Dataran Puchong, Jalan PU 7/1a, Taman Puchong Utama, 47100 Puchong, Selangor",47100,Selangor,Puchong,+60 3-8051 2376,thoriq@synchronet.com.my,,2.991767,101.6176945
Taska Sinaran Ceria Montessori,"11, Jalan 5/35, Bukit Gasing, 46000 Petaling Jaya, Selangor",46000,Selangor,Petaling Jaya,+60 3-7960 0434,,,3.1094128,101.6550306
Q-dees Pusat Bandar Puchong,"Lot 33434, Jalan Wawasan 3/4, Taman Wawasan, 47100 Puchong, Selangor",47100,Selangor,Puchong,+60 12-799 8826,,,3.0351432,101.6218879
Tadika Little Dreamers,"368, Sungai Besi Expy, 57100 Kuala Lumpur, Federal Territory of Kuala Lumpur",57100,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 17-673 3938,,,3.0822902,101.7004948
Taska Indah Permai,"1, Jalan PUJ 4/3, Taman Puncak Jalil, 43300 Seri Kembangan, Selangor",43300,Selangor,Seri Kembangan,+60 12-214 1121,,,3.017054,101.6734041
"KinderHive Antara Gapi, Serendah Selangor","7, Jalan Gapi 1a/3, Antara Gapi, 48200 Serendah, Selangor",48200,Selangor,Serendah,+60 10-255 8625,,,3.423222,101.6276912
Merry Kids Sri Segambut Kepong,"1, Jalan Udang Siar, Taman Sri Segambut, 52000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",52000,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 16-246 0953,merrykidskindergarten@gmail.com,,3.1975859,101.6593209
Tadika PASTI Al Hidayah Dengkil,"43800 Dengkil, Selangor",43800,Selangor,Dengkil,+60 13-336 5797,,,2.8530353,101.6877184
little caliphs putrajaya ayer 8,"C1-1-5 Ayer@8, Presint 8, 62250, Putrajaya",62250,Putrajaya,Putrajaya,+60 17-295 2294,,,2.9247151,101.681368
TASKA QASEH IMANI,"27, Jalan 1/3k, Seksyen 1, 43650 Bandar Baru Bangi, Selangor",43650,Selangor,Bandar Baru Bangi,+60 18-227 9852,tadikaqalamilmu@gmail.com,,2.9434805,101.7692079
Taska Ibu Elisa,"2, Jalan 12/4d, Taman Cheras Jaya, 43200 Cheras, Selangor",43200,Selangor,Cheras,+60 16-375 7990,elisasofia2012@yahoo.com,,3.0216551,101.7616329
Tadika Big Apple Setia Alam,"70, Jalan Setia Permai U13/43F, Setia Alam, 40170 Klang, Selangor",40170,Selangor,Klang,+60 11-7575 1123,bigappleeduworld@gmail.com,,3.1289599,101.4660582
3Q MRC Junior Puchong Taman Wawasan,"2, Jalan Wawasan 2/1, Pusat Bandar Puchong, 47160 Puchong, Selangor",47160,Selangor,Puchong,+60 19-262 3943,,,3.0323859,101.6194111
Tadika Pintar Ria Gemilang,"No. 26, 26-1 & 28, 28-1, Jalan Teknologi 3/6D, Kota Damansara, 47810 Petaling Jaya, Selangor",47810,Selangor,Petaling Jaya,+60 13-850 0243,pintarria2003@gmail.com,,3.1573486,101.5701144
Kinderkaizen Vista Alam,"B—1, 21, Jalan Ikhtisas, Seksyen 14, 40000 Shah Alam, Selangor",40000,Selangor,Shah Alam,+60 17-645 5854,,,3.0719286,101.524709
Tadika Desa Jaya,"Lot 8 & 10, Wilayah Persekutuan, Jalan 34, Taman Desa Jaya, 52100 Kuala Lumpur",52100,Selangor,Kuala Lumpur,+60 3-6276 1557,,,3.2175055,101.6250439
Tadika Ar Rabbani,"1-1/1, 2, Jalan Awani Bangi 1/1, Taman Awani Bangi, 43000 Kajang, Selangor",43000,Selangor,Kajang,+60 12-585 9074,,,2.897829,101.777581
Genius Aulad Seksyen 4 Batang Kali,"7-1 Jalan Mahagoni 7, 1A, Seksyen 4, 44300 Batang Kali, Selangor",44300,Selangor,Batang Kali,+60 12-207 4712,thoriq@synchronet.com.my,,3.4621654,101.6576238
Taska Al Husna(Swasta),"No. 2, Jalan Landak Enam, No. 20/13F, Seksyen 20, Selangor, 40300 Shah Alam",40300,Selangor,Shah Alam,+60 19-275 4689,,,3.0566222,101.5374431
Taska GreenieKids,"179A, Jalan 8/1, Seksyen 8, 43650 Bandar Baru Bangi, Selangor",43650,Selangor,Bandar Baru Bangi,+60 10-458 6162,info@greeniekids.com.my,,2.962737,101.7573771
Taska Alam Rimbaku,"24, Jalan 4/9, Bandar Baru Bangi, 43650 Bangi, Selangor",43650,Selangor,Bangi,+60 17-578 1281,,,2.9532737,101.78354
Tadika & Taska Daie Bestari,"No 26, Jalan Panglima, Persiaran Mahkota Cheras 1, Bandar Mahkota Cheras, 43200 Cheras, Selangor",43200,Selangor,Cheras,+60 13-933 4283,,,3.0547097,101.7847205
Pasti Al Islah,"1, Jalan Sireh Pinang 3, Taman Sungai Sireh, 41150 Pelabuhan Klang, Selangor",41150,Selangor,Port Klang,+60 12-221 5664,,,3.0213432,101.4097674
Strawberry Wonderland Pelangi Centre,"No. 52A, Jalan TPS 1/12, Taman Pelangi Semenyih, 43500 Semenyih, Selangor",43500,Selangor,Semenyih,+60 3-8727 5600,tanml@strawberry.com.my,,2.9322913,101.8590559
KindleEmaan Taman Permata,"122, Jalan Permata 2, Taman Permata, 53300 Kuala Lumpur, Selangor",53300,Selangor,Kuala Lumpur,+60 19-235 8575,kindleemaan@gmail.com,,3.2077992,101.7487074
TADIKA ISLAM NUR HAZIQ BANDAR SAUJANA PUTRA,"25, JALAN BSP 4/17, Bandar Saujana Putra, 42610 Jenjarom, Selangor",42610,Selangor,Jenjarom,+60 16-312 7184,,,2.9486867,101.5866785
CIC Where Leaders Are Born Bandar Tasik Permaisuri,"No. 93-1 & 93-2, Dataran Dwitasik, Jalan Dwitasik 1, Bandar Sri Permaisuri, 56000 Cheras, Wilayah Persekutuan Kuala Lumpur",56000,Federal Territory of Kuala Lumpur,Cheras,+60 3-9171 1882,,,3.1020382,101.7129177
Tadika Daya Bistari,"1, Jalan Daya 22, Taman Daya, 52100 Kuala Lumpur, Selangor",52100,Selangor,Kuala Lumpur,+60 12-226 2673,,,3.2213087,101.6349767
Brillkids,"No. 103-1, Wisma PPV, Jalan Bangsar, 59100, Kuala Lumpur, Wilayah Persekutuan",59100,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 12-339 7060,kl@brillkids.com,Kl Wong,3.1261774,101.6781184
Abedeen Academy Early Years Foundation Start (EYFS),"Persiaran Garden Residence 2, Cyberjaya, 63000 Cyberjaya, Selangor",63000,Selangor,Cyberjaya,+60 3-8687 6960,,,2.9468795,101.6703845
Tadika Genius Bestari Putrajaya,"2A, Jalan Perak P15 Nadi@15, Presint 15, 62050, Wilayah Persekutuan Putrajaya",62050,Putrajaya,Putrajaya,+60 18-767 3833,hello@geniusbestari.my,,2.9472549,101.7243565
Kideez Childcare USJ,"51, Jalan USJ 6/3b, Usj 6, 47610 Subang Jaya, Selangor",47610,Selangor,Subang Jaya,+60 16-898 1638,,,3.0554274,101.5861046
Little Caliphs Puncak Alam,"15-1, Lorong Az-zaharah B10/B, 42300 Puncak Alam, Selangor",42300,Selangor,Puncak Alam,+60 16-640 6180,,,3.2323543,101.4136338
Ekids Menjalara,"50, Jalan 12/62, Bandar Menjalara, 52200 Kepong, Wilayah Persekutuan Kuala Lumpur",52200,Federal Territory of Kuala Lumpur,Kepong,+60 11-3666 2821,,,3.1933258,101.622481
Tadika Suria Intelek,"22A, Lorong Teratai 2/12, Bandar Baru, 45000 Kuala Selangor, Selangor",45000,Selangor,Kuala Selangor,+60 13-317 8899,,,3.3228477,101.261244
Mandarin Bridge Center,"34, Jalan Desa Bakti, Taman Desa, 58100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",58100,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 16-338 7950,,,3.1027456,101.6845184
Tadika He-Ping,"71, Jalan Nirwana 38, Taman Nirwana, 68000 Ampang, Selangor",68000,Selangor,Ampang Jaya,+60 11-1156 0058,,,3.148335,101.7507049
Tadika Intelek Harmoni (Kinderland),"72, Jalan Delima 13, Bandar Parklands, 41200 Klang, Selangor",41200,Selangor,Klang,+60 3-3322 1318,kinderland_ote@yahoo.com,,2.9721463,101.4547495
Eduwis Gamuda Gardens,"GB-GF-18, GB-01-18 & GB-017, Gaia Boulevard, Bandar Gamuda Gardens, 48050 Rawang, Selangor",48050,Selangor,Rawang,+60 11-3335 5958,,,3.2823686,101.5419268
Tadika Dzul iman Wangsa Maju,"No. 34E, Section 5 1, 5, Jalan Wangsa Delima 6, Wangsa Maju, 53300 Wilayah Persekutuan, Federal Territory of Kuala Lumpur",53300,Federal Territory of Kuala Lumpur,Wilayah Persekutuan,+60 11-6138 2003,ofisadmin@dzuliman.com,,3.1986482,101.7459821
ALKAUTHAR EDUQIDS KIARA PLAZA SEMENYIH,"04-02, KIARA PLAZA, Jalan Semenyih, 43500 Semenyih, Selangor",43500,Selangor,Semenyih,+60 17-645 8689,,,2.9633008,101.8359709
Pink Tower Child Care Centre • PT5,"37, Jalan Puteri 5/20, Bandar Puteri, 47100 Puchong, Selangor",47100,Selangor,Puchong,+60 3-8066 3735,enquiry@pinktowerchildcarecentre.com,,3.0154219,101.6178905
STARZONE KIDS HILLPARK,"NO 2A & 6, 10/3, JALAN HILLPARK ASPIRASI, BANDAR HILLPARK, 42300 Puncak Alam, Selangor",42300,Selangor,Puncak Alam,+60 11-5359 6869,,,3.2009788,101.4659037
Tabika Perpaduan Desa Pandan A,"Blok E7-0-2, Desa Pandan, Wilayah Persekutuan, 55100 Kuala Lumpur",55100,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 3-8943 1582,,,3.14701,101.7373432
Tadika Pelita Sayangku,"2a, Jalan SP 4/7, Taman Segar Perdana, 43200 Cheras, Selangor",43200,Selangor,Cheras,+60 3-9075 6032,,,3.0932369,101.761342
Prasekolah JAIS Daerah Hulu Selangor,"D/A Sekolah Rendah Agama, 44000 Kuala Kubu Baru, Selangor",44000,Selangor,Kuala Kubu Bharu,+60 10-525 2214,,,3.5629665,101.6547107
"Smart Reader Kids Seksyen 7, Putra Heights","17-1, Jalan Putra Mahkota 7/6c, Seksyen 7 Putra Heights, 47650 Subang Jaya, Selangor",47650,Selangor,Subang Jaya,+60 19-228 9044,s7putraheights@smartreaderkids.edu.my,,2.9963573,101.5737513
Shambala Kidz Leadership Pre-School,"42, Jln BP 7/8, Bandar Bukit Puchong 2, 47120 Puchong, Selangor",47120,Selangor,Puchong,+60 12-692 7012,molek@shambala.edu.my,,2.9848038,101.6193462
Pusat Bimbingan Akademik Pathway,"Jalan SS 2/64, SS 2, 47300 Petaling Jaya, Selangor",47300,Selangor,Petaling Jaya,+60 16-328 4999,,,3.1199757,101.6214043
Pasti Izzatul Islamiyyah,"Flat Impian Baiduri, No. 51A, Selangor, Seksyen 51a, 46100 Petaling Jaya, Selangor",46100,Selangor,Petaling Jaya,+60 12-373 1784,,,3.0950522,101.6240547
TADIKA KRISTAL BAHAGIA,"68, Jalan PP 4/7, Taman Putra Prima, 47130 Puchong, Selangor",47130,Selangor,Puchong,+60 13-204 3769,,,2.9668734,101.5896835
Tadika Littleland,"32, Jln Inang 16/9, Bandar Mahkota Cheras, 43200 Cheras, Selangor",43200,Selangor,Cheras,+60 3-9011 9281,littlelandenquiry32@gmail.com,,3.0561825,101.7898339
Tadika Al Baghdadi Mahkota Hills,"16-1, Jalan Tasik Senangin 15/2 Pusat Perniagaan Seksyen 15, Bandar Tasik Senangin, 71750 Lenggeng, Negeri Sembilan",71750,Negeri Sembilan,Lenggeng,+60 11-2697 1912,apcberanang@gmail.com,,2.8801399,101.9156775
SummerFields Preschool,"3, Jalan Batai, Bukit Damansara, 50490 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",50490,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 3-2011 0188,enquiry@summerfields.com.my,,3.1503828,101.6613848
Tadika Az Zahrah (Kota Warisan),"53A, Jalan Gemilang 1, Kota Warisan, 43900 Sepang, Selangor",43900,Selangor,Sepang,+60 13-306 2966,,,2.8080608,101.6985207
Kinder Labz Seri Kembangan - Ilmu Cemerlang,"Wisma Penyayang Ground Floor, No 6, Jalan Equine Taman Equine, Bandar Putra Permai, 43300 Seri Kembangan, Selangor",43300,Selangor,Seri Kembangan,+60 11-1108 2212,info@kinderlabz.edu.my,,2.9983997,101.6773443
Brainy Bunch Montessori Seksyen 9 Bangi,"11A, 1, Jalan 9/9c, Seksyen 9, 43650 Bandar Baru Bangi, Selangor",43650,Selangor,Bandar Baru Bangi,+60 16-229 4230,tebet@brainybunch.com,,2.9600851,101.7521079
Q-dees Setia Alam - Setia Perdana ( Near by Setia City Mall ),"79, Jln Setia Perdana U13/25B, Setia Alam, 40170 Shah Alam, Selangor",40170,Selangor,Shah Alam,+60 13-330 8490,harmonie@q-dees.com,Harmonie Ngooi,3.114046,101.4684553
ARA Child Care Centre,"10A, Jalan Sungai Garing 27/61, Taman Alam Megah, 40400 Shah Alam, Selangor",40400,Selangor,Shah Alam,+60 10-264 9100,admin@arachildcare.com,,3.0109593,101.5659609
Brain Dance Kindyland - Kajang Prima,"13, Jalan KP 1/4, Kajang Prima, 43000 Kajang, Selangor",43000,Selangor,Kajang,+60 16-203 5207,,,2.9825772,101.8161143
Tadika Cahaya Pertiwi,"1, Jalan Prima 1/5, Taman Puchong Prima, 47100 Puchong, Selangor",47100,Selangor,Puchong,+60 17-616 5082,,,3.003615,101.597689
3Q MRC Junior Pandamaran,"padamaran Selangor MY, 868 B, Jalan Besar Pandamaran, Pandamaran, 42000 Pelabuhan Klang, Selangor",42000,Selangor,Port Klang,+60 12-696 6567,support@3qmrcjunior.edu.my,,3.0056372,101.4129731
Taska Nurin,"36, Jalan 2/2a, Seksyen 2 Bandar Baru Bangi, 43650 Bandar Baru Bangi, Selangor",43650,Selangor,Bandar Baru Bangi,+60 12-338 1051,littlehaneemplayschool@gmail.com,,2.9444721,101.7738604
CIC Where Leaders Are Born Puncak Jalil,"46 - 1, 48 - 1, Jalan PUJ 3/2, Taman Puncak Jalil, Bandar Putra Permai, 43300 Seri Kembangan, Selangor",43300,Selangor,Seri Kembangan,+60 3-8999 3002,,,3.017801,101.6754479
Tadika Salsabiila,"Jalan SS 3/5, Taman Universiti, 47300 Petaling Jaya, Selangor",47300,Selangor,Petaling Jaya,+60 3-7874 5022,,,3.0943299,101.6097556
Seri Zafran,"NO 1A, Jalan Niaga Bestari 6, PUNCAK BESTARI, 42300 Puncak Alam, Selangor",42300,Selangor,Puncak Alam,+60 19-278 8024,,,3.2355605,101.4280884
Prajna Children Space 善童学园,"1, Jalan BRP 4/9, Bukit Rahman Putra, 47000 Sungai Buloh, Selangor",47000,Selangor,Sungai Buloh,+60 11-2185 1614,,,3.2197387,101.5602642
Hankidz LeaderSeed Nursery,"280, Lrg Maarof, Bangsar, 59000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",59000,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 11-6826 3143,,,3.1429582,101.6697815
Brighten Le Sands Preschool,"Jalan Klang Lama, 58, Jalan Desa Bakti, Taman Desa, 58100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",58100,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 3-7980 7737,,,3.1030726,101.6854895
Wonder Minds Bandar Utama,"86, Jalan BU 6/3, Bandar Utama, 47800 Petaling Jaya, Selangor",47800,Selangor,Petaling Jaya,+60 17-623 6740,info@wonderminds.com.my,,3.148939,101.6062218
Taska Hayatie(Swasta),"No. 20A, Jalan Puncak Perdana, Seksyen U10, Selangor, 40170 Shah Alam",40170,Selangor,Shah Alam,+60 3-7843 0740,,,3.090607,101.5295969
"Eduwis Tamarind Square, Cyberjaya (Tadika)","C-01-01, Tamarind Square, Cyber 11, 63000 Cyberjaya",63000,Selangor,Cyberjaya,+60 12-444 1927,jessy@eduwis.edu.my,,2.9197494,101.6373016
Tadika Sri Mutiara Intelek,"22 1, Jalan Ppaj 1/1, Pusat Perdagangan Alam Jaya, 42300 Puncak Alam, Selangor",42300,Selangor,Puncak Alam,+60 16-652 9787,,,3.2384414,101.4457557
Little Mandarin House Sdn. Bhd.,"229, Jalan Ara, Bangsar, 59100 Kuala Lumpur, Wilayah Persekutuan",59100,Wilayah Persekutuan,Kuala Lumpur,+60 3-2287 0069,,,3.1360953,101.6698671
Dripping Colours Montessori,"10, Jalan KE14/1, Kota Emerald, 48000 Rawang, Selangor",48000,Selangor,Rawang,+60 11-5993 8825,drippingcolours.rawang@gmail.com,,3.3114158,101.5591315
Tadika Tunas Bestari Bandar Seri Coalfields,"Bandar Seri Coalfields, 53, Jln BSC 1A/1, 47000 Sungai Buloh, Selangor",47000,Selangor,Sungai Buloh,+60 19-351 0208,info@tunasbestari.edu.my,,3.2483378,101.4766397
Elephabet Child Care Centre,"9G, Jalan Aman Sinaria 3, Bandar Tropicana Aman, 42500 Telok Panglima Garang, Selangor",42500,Selangor,Telok Panglima Garang,+60 12-331 6739,,,2.9455641,101.5276007
"Eduwis Kuang, Selangor","No 1, Jln SPM 6, Taman Sri Putra Mas, 47000 Sungai Buloh, Selangor",47000,Selangor,Sungai Buloh,+60 13-456 3903,eduwiskuang123@gmail.com,,3.2476879,101.5571407
Little Ones Eduworld (LOE) Setia Permai 1,"1, Jalan Setia Permai U13/43A, 40170 Shah Alam, Selangor",40170,Selangor,Shah Alam,+60 19-410 1908,hello@loe.edu.my,,3.1316562,101.4645603
Q-Gen Playschool,"20, Jalan Taman Dato Senu, Sentul Garden, 51000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",51000,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 19-359 9252,,,3.1953081,101.6920374
Fun Home Kindergarten Gembira,"54, Lorong Nikmat 2, Taman Serangkai, 58200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",58200,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 12-332 3139,info@funhome.com.my,,3.0772716,101.6836747
San Lorenzo Montessori Preschool- Eco Sanctuary,"28-1, Jalan Eco Sanctuary 8/1A, Eco Santuari, 42500 Telok Panglima Garang, Selangor",42500,Selangor,Telok Panglima Garang,+60 12-949 1589,enquiries@slmontessori.com.my,,2.9438159,101.5407157
Ollies Early Intervention Preschool,"Sentul Village, Level 1-09, Jalan Sentul Perdana, Kuala Lumpur MV, 51000",51000,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 17-333 7236,hello@oeip.com.my,,3.203634,101.6890528
